,round,steps,score
0,1623,23,1
0,1624,21,0
0,1625,7,0
0,1626,6,0
0,1627,257,0
0,1628,155,0
0,1629,23,0
0,1630,21,0
0,1631,25,0
0,1632,7,0
0,1633,6,0
0,1634,7,0
0,1635,6,0
0,1636,26,0
0,1637,7,0
0,1638,7,0
0,1639,7,0
0,1640,7,0
0,1641,7,0
0,1642,32,0
0,1643,101,1
0,1644,7,0
0,1645,7,0
0,1646,38,0
0,1647,7,0
0,1648,6,0
0,1649,7,0
0,1650,7,0
0,1651,37,0
0,1652,7,0
0,1653,199,0
0,1654,7,0
0,1655,7,0
0,1656,27,1
0,1657,45,0
0,1658,7,0
0,1659,7,0
0,1660,23,0
0,1661,134,0
0,1662,17,0
